	deck	set_id
7277	Futuristic “Shrimp” Judeline	452
7278	Iliev the Diligently Silver	341
7279	“Bailey” Evert, Pass Fugitive	341
7280	Perséphone, Träumerin der Höhle	435
7281	Honor “Sgt. Gold Tooth” Jade	341
7282	The Almost Longful Minister of Salttun	341
7283	Eric der Spontane aus dem Ozean	479
7284	Partisan Bifrost	341
7285	Dr. Cao vom Wald	479
7286	Dootsona, Bastion Warmaster	435
7287	The Zealot that Defies Thievery	435
7288	Czar V. Kriegroid	496
7289	狂亂的尖塔工程師​Z·費爾法克斯	479
7290	實驗室謙卑者​伊索德	479
7291	Meaningless Fhaornik of the Crater	452
7292	Warden “Necrolancer” Chan	452
7293	Phony Vandre	452
7294	The Crone who Infects the Cosmos	452
7295	Ulysses “Serpiente”, el Arrogante	452
7296	創意的李	479
7297	Dadajef l'iridescent, architecte de l'épave	479
7298	F. Evans, canaille de Moongrun	479
7299	“火炬皇帝”伊萬·斯通	496
7300	“紅袍下士”​海克提·方丹	479
7301	비꼬는 자, 탈리앤틀러	496
7302	"발사대의 ""구두쇠"" 크립아메틱"	496
7303	獨臂禮拜堂總司令​O·米迦頓	479
7304	„Die Schlächterin“ des Glanzes	479
7305	Guru Helstrom vom Mond	479
7306	隔離區智者​瓊安娜	452
7307	Lawweb, the Swordsman of the Great Hall	341
7308	飢餓的村落犯罪大師​弗拉德	479
7309	“Trinket” Maddox, Port Author	479
7310	Rufus from the Plantation of The Martians	496
7311	Æmber‑fueled Strawkyrie	496
7312	The Subtly Astute Braggart of Westtopia	435
7313	要塞女王​彌迦	479
7314	Preeminent Amplifloat	496
7315	Rayasister, the Chieftain Ogre	435
7316	Talbot, the Dreamchaser of Bookpath	435
7317	来自尖塔的欧力·马可斯	496
7318	K. Donovan, el Abandonado	341
7319	Señor de la Guerra “Lluvia” López	452
7320	Silas „Das gelehrte Dynamit“	452
7321	Älteste Albach aus dem Hyperraum	479
7322	Zar “Dinero” Hill	435
7323	Kleptogold, the Kite of Populations	435
7324	“Ombra”, Genio di Bardogonfio	341
7325	Balder, Hacker del Bazaar Vendicativo	341
7326	M. “Métal” Miller	496
7327	Julie l'adorable	496
7328	Romulus “Virrey Incendio” Pendragón	452
7329	Easton el Furioso del Salón	496
7330	General Oggoman, the Bruised Crook	479
7331	Lucien, lo Splendido del Vicolo Cieco	479
7332	푸석푸석한 뾰족탑의 엔트리알	496
7333	Amaryllis la Solitaria, Jerarca del Arrabal	452
7334	버릇처럼 임기응변하는 자, 칼리	496
7335	Typhaine, Leader de la carrière	452
7336	Czesław „As”, Oszust Lublina	479
7337	Atomowa Szamanka	479
7338	Jan, Nawigator z Cuchnącego Sopotu	479
7339	I. Holt, Granduca di Passotriste	341
7340	Metalowa Bogna z Oberży	341
7341	The Assembly Rep of Citypeak	496
7342	Ultrafoot, the “Artificer” of Sanitation	479
7343	Ozuru Decaic from the Private’s Utopia	479
7344	The Sapphire Singer	479
7345	Carine, Leader de la baie	452
7346	K. J. Tantastrand of the Poor City	435
7347	Rutherford, Negromante Vuota	435
7348	Cutthroat Ximan Centimosh	435
7349	Arciduca dello Spavento G. Garganth	341
7350	雄壮裂口治愈者C·格沃德	496
7351	Mentor Undertaker	479
7352	Suavis il Pesante, Direttore della Taverna	496
7353	隐秘解密师	496
7354	Lady N. Gigashell	479
7355	恶之奇行泽地无神论者A·斯科特	496
7356	孤行山谷献媚者加利利	496
7357	Agnar „Der goldene Vampir“	435
7358	P. T. Parker, Inventor de la Delgadez	452
7359	70세기 기술자, 루딤플	496
7360	The Once Exhausted Warden	496
7361	“绿袍女伯爵”扎普·斯蒂尔	496
7362	Anixobreak of the Officer’s Glacier	479
7363	城邦诱捕者“毒液”内尔	496
7364	Immortal “Cipher” Tizqar	341
7365	Dezihawk Adalbert-Varela, Barber	435
7366	Harrison “Solitario”, Visir della Casa	341
7367	Ze that Traces Bones	435
7368	Balthazar, Margrave of the Aloof Badland	341
7369	Nuncleloud, the Defender of the High Life	435
7370	Skofwall, Barnyard Shadowmaster	435
7371	Flipra, Spawn of Zingard	435
7372	Flopix Ernesto, the Tricky and Astonishing	435
7373	The Nightmarish Ascetic	435
7374	Lyra “Eremita” l’Azzurra	341
7375	Zoe, Anführerin der Zone	496
7376	Richter „Weltwunder“ Ganz	496
7377	Azuba, Gawędziarka Jaskini	341
7378	Caleb el Cúbico del Paraíso	452
7379	Basil el Ridículo	341
7380	Capitán MacIsaac	341
7381	Randolph “Sonrisas”, Caudillo del Panal	341
7382	Ephraim “Ladrillo”, Guía del Despojo	435
7383	腐蚀广场研究者威尔海姆	341
7384	恶之商会艺术家“条理”弗丽嘉	496
7385	Lyra “Rebelde”, Imperatrix de la Fosa	435
7386	Megatón el Incontenible	435
7387	Campeona D. Wong	435
7388	Jefe “Navaja” Johansson	452
7389	J. S. Garand, Artista de la Belleza	452
7390	Y. Y. Che Abbatte la Debolezza del Sacrario	435
7391	Lojalna Bednarz	341
7392	“Chimera”, Insegnante di Leontranquillo	435
7393	Teseo, il Vincente della Nuvola Automatica	435
7394	“Rossa”, Colei Che Anticipa l’Assurdità	435
7395	Ginevra R. la Fastidiosa	435
7396	Miqueline “Banquise”, voyante de la roche	496
7397	E. Q. Johansson, suzerain de la solitude	479
7398	Fogos, lo Spinoso del Barile Grande	435
7399	Agave “Quattro Dita” l’Enigmatica	435
7400	Gotrek, maître du cimetière chauve	479
7401	Ada Y. la Lugubre	435
7402	Alexandra “Rajah” la magnifique	496
7403	Jael J. la Soporifera	435
7404	Capitaine F. Blaze	496
7405	Dirk el Perspicaz del Arsenal	452
7406	W. Silver, il Sarcasmo Che Ricorda il Caffè	435
7407	Orion el Procaz	435
7408	Dra. “Piedra” Li	341
7409	Delilah “Maschiaccio” l’Ottusa	435
7410	Ming la Ribelle, Scriba dell’Androne	435
7411	채식주의자 가정교사, 오필리아의 사악한 분신	496
7412	Revyn Spark, Cartografo di Colloverace	452
7413	Flores, Maestra Illustre	452
7414	Morales, Attendente Forte	452
7415	Eulalia, la Geometrica della Forgia Armata	452
7416	Lòrien “Lupo” il Tragico	452
7417	T. Q. Omen, Girovago della Tragedia	452
7418	T. Q. Che Allieta la Statua della Carità	452
7419	Zora, la Tenace della Costa Tetra	452
7420	Jeminia Flores, Governatrice di Sirenairata	452
7421	Gaia Taggart, Araldo di Sferavecchia	452
7422	The Mold that Serves Exile	452
7423	Ebba “Provost Tornado” Grygor	452
7424	Orson R., Maestro Che Aspetta il Sapere	452
7425	Song, Cuoca Eroica	452
7426	Abigail Kage, Indovina di Zeccasalata	452
7427	Penny “Centauro”, Sindaco della Ferrovia	452
7428	Keldram, il Basso della Forchetta Creativa	452
7429	Astrid la Sospetta, Educatrice della Miniera	452
7430	门下录事魏春的邪恶分身	496
7431	Illona l'abominable, crapule de la base	496
7432	Denis “Enjoué” le dépouillé	496
7433	Prévôte Petit	496
7434	Subigerm, the Philosopher Philosopher	435
7435	Shifty Warbler of the Cell	435
7436	The Protector of the Bombarding Landing	496
7437	Zelda, Lackey of the Orange Depot	341
7438	N. D. Scaleeye of the Blind Borderlands	435
7439	Mr. Lumberpyre, the Objective Tutor	341
7440	Zealot Ying Thanaphase	435
7441	The Funny Captain Ranger of Troham	452
7442	Dozequill Ferguson, the Rapid and Voltaic	452
7443	Evil Twin of It that Fronts the Boneyard	496
7444	Belle „Die neugierige Wikingerin“	496
7445	Talyn der Berühmte	496
7446	The Countess of Halesgill	341
7447	Jaxson the Dead Eyed	479
7448	Lord Denimixer, the Everyday King	479
7449	Ishikawa the Fanged	496
7450	Elderwing's Unscrupulous Key Puncher	496
7451	Pserirenn, the King of The Question	341
7452	The Storm who Climbs over Deer	341
7453	Faoraar “Tunes” Tyloman	341
7454	Pencil Pusher Riou	341
7455	Randal, the Guru of Lochness	341
7456	Fatexa, the “Tracker” of Disappearance	341
7457	The Boatswain of Furtive Cannons	496
7458	C. Rook, the River Steward	341
7459	Franum, the Wizard of Constellations	341
7460	Khan Grizdad, the Celebrated Titaness	341
7461	Vampbile, Spawn of Yondvron	341
7462	Yanaan Jhonsjilli from the Healer's Smithy	341
7463	Kristensen, the Protector of Food	435
7464	Ripskiper the Warded	341
7465	Cobb, Shepmark's Miner	435
7466	Huntmaster Penrose Quillojavar	435
7467	Lostcurve P’star-Bloom, Enemy	435
7468	Banning, Terrible Cloud Patron	435
7469	Jossaplasma, the Bountiful Crater Raider	435
7470	Professor Tallerpurse Boost	341
7471	Fabien “Animal” le pragmatique	479
7472	Fleur l'adorable, prétorienne du volcan	479
7473	Sébastien “Sabre”, savant de l'asile	479
7474	Cpl. M. Walker	479
7475	Matéo le toxique, Illuminé du centre	479
7476	Balthazar Wolf, guerrier de Melllagoon	479
7477	Tania, rôdeuse du chalet doré	479
7478	Damoiselle “Dominatrice” Miller	479
7479	André “Relax”, pyrrhonien de la crypte	479
7480	Gérante L. Typhoon	479
7481	Jennifer “Forge” la futée	479
7482	Wilson l'éternel	479
7483	Gideon Hexx, Capitano di Pinobello	341
7484	Queen, Druida Sapiente	341
7485	J. A. Torres, Erborista del Mancinismo	435
7486	Evangelina X. l’Argentea	496
7487	Y. O. Nguyen, Arciduchessa della Ribellione	435
7488	Octavio Locksley, Giudice di Crinequieto	496
7489	“Scattante”, Ammiraglio di Livelladilegno	341
7490	Syn Torteval, Regina di Canticoignavo	479
7491	Thorbjorg K. il Riparatore	341
7492	R. Medina, Girovago della Cava della Cura	435
7493	Anziana “Aquila” Megaton	341
7494	R. Wadsworth, Lady di Locandaserena	341
7495	Aja O. la Robotica	479
7496	“Coccinella”, Acrobata di Zaffiroignavo	496
7497	Febe, Cantastorie del Viale Folle	341
7498	Monsignore “Animale” Davenport	341
7499	B. Robinson, Imperatore di Cifraclonata	341
7500	N. Hexx, Duca della Cava dei Piani	341
7501	Rodan C. il Magnifico	479
7502	Maximus “Psycho” il Ferreo	341
7503	Jude “Magica” la Riparatrice	341
7504	Jally Lix, Avvocatessa di Muraglialontana	341
7505	Thjostolf “Cessa” Nosteel	341
7506	Traitor Vaultwatch	496
7507	Kendrick the Quickly Languid	452
7508	Renaud, errant du ravin incisif	479
7509	Brigitte, joaillère du vaisseau prestigieux	479
7510	Justine la puissante, fondatrice de l'asile	479
7511	Priscillia André, greffière de Cealtar	479
7512	Nestor Wong, gouverneur de Tampark	479
7513	Octavien “Minus”, esclave de l'obélisque	479
7514	Tybald, pilote de la tombe atomique	479
7515	Honorine la distante, dame du hurlement	479
7516	Carine “Prada”, brigande du cimetière	479
7517	L. R. Graves, chanteuse de la puissance	479
7518	Zoubida, Illuminée de la pagode obstinée	479
7519	“Zénith”, forçat de Dumbala	479
7520	Marius Fontaine, pêcheur de Negahearth	479
7521	Huguette la vivace	479
7522	Grégoire, astrologue du village agressif	479
7523	Guillaume, doyen du vaisseau furtif	479
7524	Tristan “rat musqué” le prestigieux	479
7525	Vénérable “Vrille” van Diemen	479
7526	“Toxine”, exploratrice de Dallitton	479
7527	Priscillia balafré, doctoresse de la lune	479
7528	Geoffroy l'affamé, spécialiste de la guilde	479
7529	Barbosa l'affamée	479
7530	Adrien le vagabond, protecteur de charbon	479
7531	It that Constructs The Future	496
7532	“Magnifico”, poète de Dinasjoin	479
7533	Capri Kapulla, Store Leader	452
7534	V'jeko, Store Leader of the Manse	452
7535	Kolvar, Store Leader of the Hive	452
7536	Benefucious, Astute Monolith Adventurer	435
7537	Malinda, Speakeasy Loner	496
7538	Squalid “Darkdrop” Hecate	435
7539	The Enforcer of Kissingberg	496
7540	The Extradimensional Spy of Tempohall	435
7541	Garrison Extrakana	496
7542	"Flava ""Warthog"" Sizzle"	496
7543	Late “Kittyface” Early	496
7544	Gilded Gib of the Corner	479
7545	Cursescourge, Foundry Anchorite	496
7546	Bellerain, the “Diplomat” of Maps	479
7547	The Eloquent Diplomat of Garstreet	479
7548	Lawlessly Bony Yara	479
7549	St’phon, Town Designer	479
7550	"“""Moelleux""”, ménestrel de Stillaago"	479
7551	Emperor Rocketstaff, the Slithering Tanner	479
7552	Sultane S. Storm	479
7553	Vitor, the Architect of Vinedale	479
7554	Zorba le bruyant, prétorien d’ambre	479
7555	Doctoresse “Princesse” Ward	479
7556	Suzuki of Tullipool	479
7557	“Calvin”, explorateur de Thirlieu	479
7558	Newcord, the Prosperous Satellite Jeweler	452
7559	Famous Winston of the Labyrinth	479
7560	Prévôt “Akivatoo” Powers	479
7561	Maïlys, échevine de l'antre glaciale	479
7562	Norwood the Formerly Inexplicable	479
7563	Ma'am B. Robinson	479
7564	H. Y. Distriperse of the Rooted Town	479
7565	P. F. Megaton, diablotine des brumes	479
7566	Octave Breton, guetteur de Wulande	479
7567	“Minette”, guérisseuse de Swinex	479
7568	The Rogue of Opportunistic Precipitation	496
7569	Julius la vivace	479
7570	Zeb, City Tribune	496
7571	Yves le prévoyant	479
7572	Y. Ferrara, Goldenbog's Pompous Minstrel	435
7573	G. L. Breton, drone de l'abomination	479
7574	Awfstar, Spawn of Thanaphase	435
7575	Gangster Yanev	496
7576	Шпионка Бланка Колобок	452
7577	Violet, Shoppe Specialist	496
7578	Rachid l'astucieux	479
7579	Разрушительница Рейден	479
7580	Isabelle “Forcenée” l’opportune	479
7581	Olga, pythonisse du bourg salé	479
7582	N. W. Mercier, joaillère de l'indécision	479
7583	Адмирал Сантана	452
7584	E. Maillard, Instigatrice de Couronnepad	479
7585	Laïla la désaxée	479
7586	Chantal “Perle” la fragile	479
7587	W. Martinez, vaurienne de Breezeand	479
7588	P. Miller, limier de la tombe de la foudre	479
7589	Varmint Bostag	496
7590	Imperial Antispike	496
7591	G. Aubry, l'immense	479
7592	Edrick, Tiger of Drumway	496
7593	The Quizzical Wave‑stopper	496
7594	Cardinal “As” Nguyen	479
7595	Gutlace who Begs for The Briar	496
7596	Skidmanse’s Blind Browbeater	496
7597	W. Thain, Handocircuit’s Wood Scavenger	479
7598	Evil Twin of B. Larsen, the Zone Steward	496
7599	The Man who Angrily Zaps Fur’s Evil Twin	496
7600	H. Zarmon, the Bar Alpha	479
7601	Roolark who Headbutts Tigers’s Evil Twin	496
7602	Ulfrik G. Metazon, the Third	479
7603	Hanta, the Guardian of Dark Æmber	479
7604	Eredwen, Secret Passage Rogue	496
7605	The Mr. of Cudsstoke	479
7606	Drakon, the Explorer of Serpents	496
7607	The Competitive Æmbermancer	479
7608	Princess Goatspear d'Cassel	452
7609	He who Writes about the Tunnel	496
7610	Spooky Keiko	496
7611	Danica from the Dwelling of Celebration	496
7612	The One that Does Poorly with Windmere	496
7613	The Sadness that is Mind‑Numbingly Bald	496
7614	The Warding Plunderer Pirate	496
7615	Ambitious Camilla of the Station	496
7616	Angelfang, the Father of the Block	479
7617	Angel Figgis	496
7618	Tarnzed Krylov, the Noxious	496
7619	Ratcatcher the Eventually Streetwise	452
7620	Guru R. Henreleen	496
7621	Storm, Hoodlum of Poor Harbingers	496
7622	Owens, Hermit of Streetwise Pollution	496
7623	"Hitch ""Dis‑dodger"" Clipper"	496
7624	Radiant Daughter Conbrow	496
7625	Polytine, the Herald of Tragedy	496
7626	Alosrin, Pencil Pusher of Placidmoor	496
7627	Mère F. Yored	479
7628	Captail Franco, Mechanic	496
7629	"The Man who is known as ""Five‑Fingers"""	496
7630	The Virus that Floats with the Lighthouse	496
7631	Wooden Historian Metasaura	496
7632	Inka Storinholf, Store Leader	452
7633	Vindex from the Clubhouse of Clowns	496
7634	Napplewin Blaze, God‑King	496
7635	The Castellan of Eskinge	496
7636	Umbras of Toxville	496
7637	Aeroverve Cervantes, Chieftain	496
7638	Speedy Ms. Kagami	496
7639	Trophic Kellen	496
7640	Lili, Hermit of the Forest	496
7641	Vinocrudius's Bright Soothsayer	496
7642	M. Blanco, the Stairs Poet	496
7643	The Elder who Misleads Haberdashery	496
7644	D. L. Wallner, the Most Recent	496
7645	Brightkin of Oustendun	496
7646	Filipe, Bartopolis Whiz	496
7647	Evil Twin of Myllyer the Usually Loathsome	496
7648	She who is Ambiguously Dorsal	496
7649	"""Sweetpea"" Nremyn Pichler"	496
7650	Stratorap of the Slimy Station	496
7651	Shrew Jeeves	496
7652	Z. D. Ruiz, Jr.	496
7653	Voltdrive the “Chieftain”	496
7654	Muris, Farroad Guardian	496
7655	Gordon, Bookworm of Autoview	496
7656	"The Equation that is known as ""Fracter"""	496
7657	Sesil who Burglarizes Resolution	496
7658	Deterring Congressperson Dramoa	496
7659	Leevessel the Nimble	496
7660	"They that is known as ""Drifter"""	496
7661	Flareblit of Uniframe	496
7662	Amplidrake, the Harrier Idealogue	479
7663	Ravyn “Emperor Tin Whisker” Naberius	479
7664	Everkinson, the Elder of the Waterfall	479
7665	Cecil Valmid from the Loner’s Tower	479
7666	Boss Shelley Skipohot	479
7667	Bolormaa from the Pike of Superstition	496
7668	Stiltwile of Sudencastle	496
7669	Acutehank Bellamy, Scion	496
7670	“Coil” Clodia, Tower Silver Sentinel	479
7671	Ellis, the Spirit‑Caller of Weapons	496
7672	Disturbed Rob of the Outpost	496
7673	Craven “Flash” Xerxes	496
7674	Tyson from the Smithy of Odysseys	496
7675	Thirsty West	496
7676	The Priestess of The Church and Danger	496
7677	Ntenbherir of the Real Tower	496
7678	Darko, Minefield Web Keeper	496
7679	The Smart Isle Acolyte	496
7680	Filthy Octofield	496
7681	Crowbud Freeze, Raider	496
7682	The One that Rises Up against Sleetwich	496
7683	The Mx. of Bexsay	496
7684	The Burning Town Square Musician	496
7685	"""Caretaker"" V'room Fonzi"	496
7686	Eloquent “Sandy” Clodia	496
7687	Complex Facilis’s Evil Twin	496
7688	Jammed Khan Ghostcure	496
7689	Zoliak the Polarizing	496
7690	The Barista of Overworked The Bends	496
7691	Fleetvector's Unhinged Researcher	496
7692	April “Dame Metal” Trippicus	479
7693	The Transient Poet Fraud	496
7694	V'jeko Pulpvenom	496
7695	Uniquely Unrivaled Zotspiral	496
7696	Quizzical Sheriff Extramind	496
7697	Stoppaxili of the Macabre Borderlands	496
7698	郑国天之骄子王鸿朗	496
7699	Boltofoot the “Walker”	496
7700	缥缈峰大保姜智杰	496
7701	Sethadrius, the Shipbreaker of Schemes	496
7702	Quickbringer, the Feathered Hierophant	496
7703	The Bulwark that is Constantly Swift	496
7704	Yasmin, Castle Bard	496
7705	Hofer of Pineafon Home	496
7706	The Elegantly Moldy Joke of Thiefwyke	452
7707	Founder, the Thespian of Languages	479
7708	Zie who Undoes Ironshop	496
7709	Miles “Guru Truth” Nightingale	435
7710	Carmensalem Valve, the Yellow	496
7711	Rothschild of Cloverlande	452
7712	Ursula “Ms. Elwood” Apostolov	435
7713	The Undulating Wastrel of Katslane	435
7714	Kareem lo Svelto, Barbaro della Fortezza	341
7715	One-Armed “Never Before Seen” Hilda	479
7716	The Golem that Finally Repairs Sadness	479
7717	The Excessive Sensei Iron Sentinel	496
7718	Raynott of Deadmere	479
7719	Undertech of the Ape’s Wasteland	479
7720	The Card that Solves Scribbles	435
7721	Librabred, the Ward of Electronics	479
7722	Sov. Comastake Venter	479
7723	The Song that Side-Eyes The Un-Living	479
7724	L. Goldholder, the Chapel Raconteur	479
7725	Supernatural “Bottlecap” Merek	479
7726	V. Shield, the Bayou Soldier	479
7727	Maven Crimsonsdottir, the Vexing Diviner	479
7728	Pyramus, Chapel Number Cruncher	479
7729	G. E. Loopakarn of the Secure Circuit	479
7730	Tomaz, Wired Wild Mentor	452
7731	Zerra “Dame Four-Eyes” Zambian	435
7732	Exothesis, Spawn of Flamerus	479
